genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,runtime,budget_est,revenue,imdb_id,req_title,production_companies
"[53, 80]",69794,en,Small Town Murder Songs,2.261,2011-05-06,Small Town Murder Songs,5.4,28,75.0,0.0,0.0,tt1429392,0.0,"['Resolute Films and Entertainment', '3 Legged Dog Films']"
"[18, 53, 9648, 10749]",87425,en,Apart,2.261,2011-03-09,Apart,3.6,5,85.0,0.0,0.0,tt1525552,0.0,[]
"[18, 28, 10752]",55998,ru,Tikhaya Zastava,2.259,2011-02-02,A Quiet Outpost,4.5,6,90.0,0.0,0.0,tt1805479,0.0,['Mosfilm']
[35],99581,en,Pentecost,2.258,2011-02-10,Pentecost,6.6,7,11.0,0.0,0.0,tt1866218,0.0,[]
[],95435,en,Sexy Wives Sindrome,2.255,2011-02-05,Sexy Wives Sindrome,6.0,4,78.0,0.0,0.0,tt1842468,0.0,[]
"[53, 80, 878]",78339,en,Memory Lane,2.252,2011-10-22,Memory Lane,4.4,14,70.0,300.0,0.0,tt1980185,0.0,[]
[],324213,en,Love Sick,2.246,2011-06-03,Love Sick,5.8,3,5.0,0.0,0.0,tt1930392,0.0,[]
[18],78555,en,Possessing Piper Rose,2.246,2011-10-24,Possessing Piper Rose,4.3,8,0.0,0.0,0.0,tt2007430,0.0,"['Bauman Entertainment', 'Lifetime Network', 'RHI Entertainment', 'Stefanie Epstein Productions']"
"[10770, 10751]",81420,en,Christmas Magic,2.241,2011-12-18,Christmas Magic,6.9,21,90.0,0.0,0.0,tt2112127,0.0,['Lionsgate']
"[10749, 35, 12]",71830,fr,"Les aventures de Philibert, capitaine puceau",2.219,2011-06-10,"The Adventures of Philibert, Captain Virgin",5.8,13,103.0,0.0,0.0,tt1798224,0.0,['Mandarin Films']
[18],70692,en,Taken from Me: The Tiffany Rubin Story,2.218,2011-01-31,Taken from Me: The Tiffany Rubin Story,7.4,9,87.0,0.0,0.0,tt1707825,0.0,[]
"[10749, 18]",52475,de,Goethe!,2.218,2011-11-04,Young Goethe in Love,6.0,32,102.0,0.0,0.0,tt1440180,0.0,['Seven Pictures']
[99],63144,en,Page One: Inside the New York Times,2.2159999999999997,2011-04-29,Page One: Inside the New York Times,6.9,31,88.0,0.0,429766.0,tt1787777,0.0,"['Participant Media', 'History Films', 'Abstract']"
"[10749, 18]",50493,en,Brilliantlove,2.215,2010-04-23,Brilliantlove,4.7,7,97.0,650000.0,0.0,tt1468313,0.0,['Pinball Films']
[18],81527,ro,Aurora,2.211,2011-06-29,Aurora,5.8,11,181.0,0.0,0.0,tt1403047,0.0,"['Romanian National Center for Cinematography', 'SFP', 'Bord Cadre Films', 'Mandragora', 'Essential Filmproduktion']"
"[27, 35]",89403,en,Dear God No!,2.211,2011-10-21,Dear God No!,3.5,17,85.0,0.0,0.0,tt1947998,0.0,['Big World Pictures']
"[18, 53, 10749]",26864,es,El niño pez,2.202,2011-07-26,The Fish Child,6.5,24,96.0,0.0,0.0,tt1235842,0.0,"['Wanda Visión', 'Cinemanía', 'Ibermedia', 'INCAA', 'ICAA', 'MK2 Productions', 'TVE']"
"[9648, 53]",42707,en,Road to Nowhere,2.201,2011-06-10,Road to Nowhere,5.4,23,121.0,5000000.0,27046.0,tt1504319,0.0,['Tigers Den Studios']
"[878, 27, 53]",79582,en,Aliens vs. Avatars,2.199,2011-09-20,Aliens vs. Avatars,2.4,12,80.0,0.0,0.0,tt1854506,0.0,"['Sterling Entertainment', 'Tom Cat Films']"
[10751],50119,en,Cool Dog,2.198,2011-01-04,Cool Dog,4.8,12,88.0,0.0,0.0,tt1386604,0.0,[]
"[35, 10749]",83403,en,Conception,2.187,2011-01-01,Conception,4.5,12,77.0,0.0,0.0,tt1619277,0.0,[]
"[28, 12, 53]",77485,en,3 Musketeers,2.187,2011-10-25,3 Musketeers,3.7,9,87.0,300000.0,0.0,tt1977681,0.0,[]
"[35, 18, 53]",81694,en,Suing The Devil,2.182,2011-08-26,Suing The Devil,3.7,20,104.0,0.0,0.0,tt1615075,0.0,['Mouthwatering Productions']
[99],85807,en,The Real Rocky,2.177,2011-10-25,The Real Rocky,6.3,12,55.0,0.0,0.0,tt2095019,0.0,['ESPN Films']
[99],123928,de,Gettysburg,2.176,2011-05-30,Gettysburg,5.5,5,86.0,0.0,0.0,tt1880209,0.0,"['Herzog', 'History']"
[99],67273,en,Buck,2.1719999999999997,2011-06-17,Buck,7.3,22,89.0,0.0,386749.0,tt1753549,0.0,"['Back Allie Entertainment', 'Cedar Creek Productions']"
[27],84520,en,The Bunny Game,2.165,2011-01-01,The Bunny Game,4.3,36,76.0,0.0,0.0,tt1522846,0.0,[]
"[12, 878]",81179,en,Snowmageddon,2.16,2011-12-10,Snowmageddon,4.7,17,86.0,0.0,0.0,tt1876446,0.0,['Snow Globe Productions']
"[99, 80, 36]",79042,nl,If a Tree Falls: A Story of the Earth Liberation Front,2.153,2011-06-22,If a Tree Falls: A Story of the Earth Liberation Front,6.5,16,85.0,0.0,0.0,tt1787725,0.0,[]
[35],335642,en,Charlie Brown's Blockhead Revenge,2.15,2011-10-31,Charlie Brown's Blockhead Revenge,6.3,13,3.0,0.0,0.0,tt2099585,0.0,['Funny or Die']
"[35, 18]",88057,en,A Beginner's Guide to Endings,2.149,2011-04-01,A Beginner's Guide to Endings,6.3,17,92.0,0.0,0.0,tt1516002,0.0,"['Darius Films', 'The Harold Greenberg Fund']"
"[18, 36]",83728,en,The Broken Tower,2.149,2012-04-27,The Broken Tower,6.3,12,99.0,0.0,0.0,tt1756791,0.0,"['Made In Film-Land', 'Rabbit Bandini Productions']"
"[35, 18]",192690,en,Act Naturally,2.147,2011-03-22,Act Naturally,5.8,5,92.0,0.0,0.0,tt1430070,0.0,['Letter Blue Productions']
"[99, 10402]",74406,en,Queen: Days of Our Lives,2.144,2011-06-27,Queen: Days of Our Lives,7.9,38,120.0,0.0,0.0,tt1977894,0.0,"['Globe Films', 'BBC']"
"[99, 18]",83732,en,Bombay Beach,2.1430000000000002,2011-10-14,Bombay Beach,6.5,9,80.0,0.0,0.0,tt1758576,0.0,[]
[18],54897,en,The Grace Card,2.142,2011-02-25,The Grace Card,6.5,18,101.0,200000.0,2295733.0,tt1544600,0.0,['GraceWorks Pictures']
[18],59728,en,The 5th Quarter,2.142,2011-03-25,The 5th Quarter,4.7,15,97.0,6000000.0,399611.0,tt1130964,0.0,"['McCreary Entertainment', 'Angel City Pictures']"
"[28, 18]",81298,ru,Бой с тенью 3: Последний раунд,2.141,2011-12-12,Shadow Boxing 3. The Final Round,5.7,12,122.0,5000000.0,13645556.0,tt2097245,0.0,['Central Partnership']
[99],82686,en,Jane's Journey,2.1319999999999997,2011-09-06,Jane's Journey,4.6,4,107.0,0.0,0.0,tt1326283,0.0,[]
[18],151866,en,A Warm Wind,2.122,2011-11-15,A Warm Wind,6.0,4,94.0,0.0,0.0,tt1520493,0.0,"['Jeff London Productions', 'Guardian Pictures']"
"[18, 9648]",83388,fr,American Translation,2.1180000000000003,2011-10-24,American Translation,6.5,15,109.0,0.0,0.0,tt1692227,0.0,[]
[27],81185,en,The Amityville Haunting,2.1180000000000003,2011-12-27,The Amityville Haunting,4.0,37,86.0,0.0,0.0,tt2042447,0.0,['The Asylum']
[],53925,it,La bocca del lupo,2.117,2011-06-22,The Mouth of the Wolf,7.0,10,68.0,0.0,0.0,tt1603480,0.0,"['Indigo Film', ""L'Avventurosa Film""]"
"[28, 27, 878]",56171,en,Mega Python vs. Gatoroid,2.114,2011-01-29,Mega Python vs. Gatoroid,3.3,25,90.0,0.0,0.0,tt1680138,0.0,"['The Asylum', 'Syfy']"
"[27, 53, 9648]",82655,en,The Oregonian,2.1109999999999998,2011-01-24,The Oregonian,5.5,13,81.0,0.0,0.0,tt1686327,0.0,[]
"[27, 53]",84942,en,The Watermen,2.11,2011-12-25,The Watermen,4.0,18,96.0,1150000.0,0.0,tt1715223,0.0,['Seven Cities Media']
[27],78509,en,Rage of the Yeti,2.11,2011-11-12,Rage of the Yeti,3.3,16,86.0,1800000.0,0.0,tt2082408,0.0,[]
[18],60678,fi,Prinsessa,2.106,2011-06-08,Prinsessa,6.3,13,104.0,0.0,0.0,tt1428453,1.0,['Art Films Production']
[18],54100,en,The Off Hours,2.104,2011-01-22,The Off Hours,5.2,8,93.0,0.0,0.0,tt1646981,0.0,[]
"[14, 28, 12]",87018,en,The One Warrior,2.103,2011-11-06,The One Warrior,2.3,4,87.0,0.0,0.0,tt1623772,0.0,[]
"[10749, 10770, 35]",217292,en,Honeymoon for One,2.101,2011-06-14,Honeymoon for One,6.1,10,0.0,0.0,0.0,tt1733737,0.0,"['MNG Films', 'Hallmark Entertainment']"
"[18, 37, 10770]",87311,en,Love's Everlasting Courage,2.101,2011-10-01,Love's Everlasting Courage,4.7,8,89.0,0.0,0.0,tt1672621,0.0,[]
"[9648, 10770, 53, 80, 18]",81539,en,"Good Morning, Killer",2.099,2011-12-13,"Good Morning, Killer",5.7,5,90.0,0.0,0.0,tt1942871,0.0,"['Frank von Zerneck Films', 'April Smith Productions', 'Turner Network Television']"
[35],72843,en,Pete Smalls Is Dead,2.099,2011-04-14,Pete Smalls Is Dead,4.6,10,95.0,6000000.0,0.0,tt1381413,0.0,"['Ms. Tangerine Productions', 'Pantry Films']"
"[27, 53]",70669,no,Mørke sjeler,2.0980000000000003,2011-12-08,Dark Souls,4.6,10,95.0,0.0,0.0,tt1617145,0.0,['Addict Films']
"[28, 53, 80]",51497,en,Fast Five,2.097,2011-04-28,Fast Five,7.2,4294,130.0,125000000.0,626137675.0,tt1596343,0.0,"['Original Film', 'Universal Pictures', 'One Race']"
[18],74549,en,The Shunning,2.092,2011-04-16,The Shunning,5.9,16,88.0,0.0,0.0,tt1561770,0.0,['Provident Films']
[27],329841,en,And Here No Devil Can Hurt You,2.092,2011-01-30,And Here No Devil Can Hurt You,3.3,3,67.0,0.0,0.0,tt2123145,0.0,[]
[18],129611,en,A Little Closer,2.0909999999999997,2011-01-25,A Little Closer,5.8,6,72.0,0.0,0.0,tt1528309,0.0,['Armian Pictures']
"[35, 10749, 18]",57207,ru,Potseluy Skvoz Stenu,2.0909999999999997,2011-11-11,Kiss through the Wall,4.0,7,90.0,0.0,0.0,tt1806996,0.0,['Paradise Production Center']
[878],71285,en,Super Eruption,2.09,2011-07-16,Super Eruption,3.9,12,89.0,0.0,0.0,tt1697075,0.0,"['Unified Film Organization (UFO)', 'MarVista Entertainment']"
"[9648, 53]",60740,hi,Game,2.089,2011-04-01,Game,5.1,20,135.0,0.0,0.0,tt1772872,0.0,"['Excel Entertainment', 'Eros International']"
"[10749, 10770]",81330,en,Desperately Seeking Santa,2.088,2011-11-27,Desperately Seeking Santa,6.3,30,86.0,0.0,0.0,tt1967688,0.0,['Muse Entertainment']
"[28, 53]",63297,en,200 MPH,2.088,2011-04-26,200 MPH,3.5,17,90.0,0.0,0.0,tt1823051,0.0,[]
[99],82259,en,A Matter of Taste: Serving Up Paul Liebrandt,2.084,2011-06-13,A Matter of Taste: Serving Up Paul Liebrandt,4.7,5,66.0,0.0,0.0,tt1746136,0.0,[]
[99],57448,fr,L'Amour fou,2.0780000000000003,2011-05-13,L'Amour Fou,7.3,13,98.0,0.0,0.0,tt1606382,0.0,[]
"[28, 12, 36, 37]",98549,en,The Legend of Hell's Gate: An American Conspiracy,2.0780000000000003,2011-03-03,The Legend of Hell's Gate: An American Conspiracy,3.8,9,108.0,0.0,0.0,tt1220217,0.0,"['Silver Sail Entertainment', '4Go West Productions', 'Flatiron Pictures']"
"[53, 18, 10749]",114168,es,Perras,2.073,2011-06-06,Perras,4.4,22,100.0,0.0,0.0,tt1857824,0.0,[]
[35],329243,en,Comedy Central Roast of Donald Trump,2.069,2011-03-15,Comedy Central Roast of Donald Trump,6.6,24,65.0,0.0,0.0,tt1865333,0.0,['Comedy Central']
[35],60977,en,The Pee-Wee Herman Show on Broadway,2.0669999999999997,2011-03-19,The Pee-Wee Herman Show on Broadway,7.1,10,89.0,0.0,0.0,tt1839648,0.0,[]
[18],70876,en,Seven Days in Utopia,2.0669999999999997,2011-09-02,Seven Days in Utopia,5.4,27,98.0,0.0,0.0,tt1699147,0.0,"['Prospect Park', 'Utopia Pictures']"
"[18, 10751]",55190,en,Princess and the Pony,2.0669999999999997,2011-01-25,Princess and the Pony,4.8,8,88.0,17000.0,0.0,tt1757944,0.0,[]
"[28, 27]",68878,en,The Zombie Diaries 2,2.0669999999999997,2011-10-11,The Zombie Diaries 2,4.1,25,88.0,1500000.0,0.0,tt1733578,1.0,['Off World Films']
"[35, 14]",60189,ru,Любовь-морковь 3,2.062,2011-11-11,Lovey-Dovey 3,4.3,10,94.0,4000000.0,0.0,tt1666169,0.0,[]
"[35, 18, 80]",61107,en,The Con Artist,2.061,2011-06-14,The Con Artist,4.8,10,83.0,5000000.0,0.0,tt1401607,0.0,"['Téléfilm Canada', 'Alcina Pictures', 'Myriad Pictures', 'Ontario Media Development Corporation (OMDC)']"
"[28, 16]",86841,en,Black Panther,2.0580000000000003,2011-01-18,Black Panther,5.1,11,132.0,0.0,0.0,,0.0,['Marvel Knights']
[35],85348,en,Walk a Mile in My Pradas,2.05,2011-11-15,Walk a Mile in My Pradas,4.9,8,87.0,0.0,0.0,tt1645187,0.0,[]
"[35, 27]",66794,en,Bite Marks,2.048,2011-06-17,Bite Marks,3.4,10,82.0,0.0,0.0,tt1697878,0.0,[]
[35],66605,en,Russell Peters: The Green Card Tour,2.04,2011-03-23,Russell Peters: The Green Card Tour,6.6,16,88.0,0.0,0.0,tt1954794,0.0,[]
[27],77551,en,The Passing,2.0380000000000003,2011-05-20,The Passing,3.3,4,105.0,1000000.0,0.0,tt0451154,0.0,[]
[18],58884,en,Sympathy for Delicious,2.036,2011-04-29,Sympathy for Delicious,6.2,15,96.0,0.0,0.0,tt1270277,0.0,"['Corner Store Entertainment', 'Super Crispy Entertainment']"
[],119677,de,Vamperifica,2.032,2011-10-18,Vamperifica,4.4,8,99.0,0.0,0.0,tt1691020,0.0,[]
"[53, 27]",107315,en,Below Zero,2.0269999999999997,2011-10-22,Below Zero,5.2,17,99.0,0.0,0.0,tt1641388,0.0,[]
[35],58221,en,Nick Kroll: Thank You Very Cool,2.023,2011-01-29,Nick Kroll: Thank You Very Cool,4.3,5,64.0,0.0,0.0,tt1809315,0.0,[]
[18],60981,ru,Счастье мое,2.017,2010-09-30,My Joy,6.9,24,127.0,0.0,0.0,tt1646114,0.0,"['MA.JA.DE. Fiction', 'ARTE']"
"[28, 53, 37]",55093,it,Doc West: La sfida,2.008,2011-01-18,Doc West II,6.4,8,97.0,0.0,0.0,tt1663333,0.0,"['DAP Italy', 'HDNM Entertainment', 'RTI - Reti Televisive Italiane']"
"[35, 10749]",69097,ru,"All inclusive, или Всё включено",2.008,2011-11-11,All Inclusive ili Vsyo Vklyucheno,5.2,9,93.0,0.0,0.0,tt1846473,0.0,[]
"[35, 16, 10751]",79557,da,Orla Frøsnapper,2.008,2011-06-01,Freddy Frogface,3.4,7,78.0,0.0,0.0,tt1545319,0.0,"['Crone Film Produktion', 'SF Studios Production']"
"[35, 18, 10749]",96534,de,My Last Day Without You,2.0069999999999997,2011-06-11,My Last Day Without You,5.8,5,90.0,1000000.0,0.0,tt1679248,0.0,[]
[35],85860,en,The FP,2.0069999999999997,2011-03-13,The FP,5.4,16,82.0,0.0,0.0,tt1296373,0.0,['Drafthouse Films']
"[16, 10751]",75421,en,Quest for Zhu,2.005,2011-09-27,Quest for Zhu,5.2,8,72.0,0.0,0.0,tt2073154,0.0,[]
"[18, 10752]",46106,ja,キャタピラー,2.003,2011-05-06,Caterpillar,7.4,8,87.0,0.0,0.0,tt1508290,0.0,"['Skhole Co.', 'Wakamatsu Production']"
"[35, 10749]",58887,en,When Harry Tries to Marry,2.0,2011-04-22,When Harry Tries to Marry,6.1,8,93.0,0.0,38261.0,tt1535110,0.0,[]
"[27, 53]",231384,en,The Family,2.0,2011-03-10,The Family,3.4,5,87.0,200000.0,0.0,tt1728973,0.0,[]
"[35, 18, 10749, 53]",94042,en,Showgirls 2: Penny's from Heaven,1.993,2011-11-08,Showgirls 2: Penny's from Heaven,2.6,7,145.0,30000.0,0.0,tt1693110,0.0,"['Rena Riffel Films', 'Liquid LYT Productions']"
[35],84154,en,Donald Glover: Weirdo,1.992,2011-11-19,Donald Glover: Weirdo,6.9,36,65.0,0.0,0.0,tt2345525,0.0,"['Art & Industy', 'Donglover']"
"[878, 28]",65347,de,Cold Fusion,1.99,2011-01-11,Cold Fusion,2.2,7,84.0,0.0,0.0,tt1678042,0.0,['UFO International Productions']
"[99, 10402]",100825,en,Chely Wright: Wish Me Away,1.979,2011-06-22,Chely Wright: Wish Me Away,5.6,6,120.0,0.0,0.0,tt1746264,0.0,[]
[10751],141418,en,The Letter Writer,1.973,2011-11-15,The Letter Writer,6.8,18,85.0,0.0,0.0,tt2320087,0.0,['Mirror Films']
"[35, 10749]",72766,en,Newlyweds,1.973,2011-12-26,Newlyweds,5.4,7,85.0,9000.0,0.0,tt1880418,0.0,[]
"[36, 18, 12]",75654,en,17 Miracles,1.972,2011-01-01,17 Miracles,5.3,12,113.0,0.0,0.0,tt1909270,0.0,"['Excel Entertainment Group', 'Remember Films']"
[99],156019,en,Still Screaming: The Ultimate Scary Movie Retrospective,1.9680000000000002,2011-04-14,Still Screaming: The Ultimate Scary Movie Retrospective,7.7,6,93.0,0.0,0.0,tt1792617,0.0,['Masimedia']
"[28, 37, 53]",69396,en,A Cold Day in Hell,1.966,2011-01-05,A Cold Day in Hell,3.6,7,95.0,0.0,0.0,tt1843834,0.0,"['Barnholtz Entertainment', 'Forbesfilm']"
"[27, 53, 9648, 18]",45347,en,The Bleeding House,1.964,2011-04-20,The Bleeding House,5.0,23,85.0,0.0,0.0,tt1535566,0.0,"['Safehouse Pictures', 'Reno Productions', 'Cinergy Pictures']"
[99],59430,en,WWE: The True Story of WrestleMania,1.96,2011-03-13,WWE: The True Story of WrestleMania,8.0,6,180.0,0.0,0.0,tt1843301,0.0,"['World Wrestling Entertainment (WWE)', 'WWE Home Video']"
[99],53338,en,Polar Bear: Spy on the Ice,1.96,2011-02-22,Polar Bear: Spy on the Ice,7.4,6,100.0,0.0,0.0,tt1866221,0.0,[]
[18],97191,th,สวรรค์บ้านนา,1.96,2010-04-18,Agrarian Utopia,7.3,4,122.0,0.0,0.0,tt1459960,0.0,['Sahamongkol Film International Co. Ltd.']
[18],70768,de,Schlafkrankheit,1.96,2011-10-08,Sleeping Sickness,6.8,6,91.0,0.0,0.0,tt1822304,0.0,"['Komplizen Film', 'Why Not Productions', 'ö Filmproduktion', 'IDTV Film', 'ZDF']"
"[18, 10749]",79554,en,Jess + Moss,1.96,2011-01-23,Jess + Moss,6.8,9,83.0,0.0,0.0,tt1787731,0.0,['Love Streams agnès b. Productions']
[18],73474,en,The High Cost of Living,1.96,2011-05-13,The High Cost of Living,6.6,17,92.0,0.0,0.0,tt1479388,0.0,[]
"[10749, 18]",54534,cn,前度,1.96,2011-05-20,Ex,5.3,2,95.0,0.0,0.0,tt1611818,0.0,['Rex Film Productions']
"[10770, 18]",95192,en,Crash Site,1.96,2011-08-26,Crash Site,3.8,4,87.0,0.0,0.0,tt1718755,0.0,"['Nasser Group, North', 'NGN Productions']"
"[18, 80]",63147,en,Snow on tha Bluff,1.949,2011-01-05,Snow on tha Bluff,6.2,23,79.0,0.0,0.0,tt1719634,0.0,['Fuzzy Logic Pictures']
"[18, 10402]",75282,en,Scenes from the Suburbs,1.9480000000000002,2011-03-01,Scenes from the Suburbs,6.7,16,28.0,0.0,0.0,tt1823744,0.0,['MJZ']
"[99, 35]",169721,en,Trevor Noah: You Laugh But It's True,1.946,2011-10-22,Trevor Noah: You Laugh But It's True,7.0,22,84.0,0.0,0.0,tt1671547,0.0,['Day 1 Films']
"[10751, 16]",51450,fr,Santa's Apprentice,1.946,2011-01-03,Santa's Apprentice,5.9,19,80.0,0.0,0.0,tt1754455,0.0,"['Cartoon Saloon', 'Bishop Studios LLC']"
"[35, 27, 878, 53]",90232,en,Humans vs Zombies,1.945,2011-11-11,Humans vs Zombies,4.3,11,105.0,0.0,0.0,tt1815746,0.0,['Studio 3 Entertainment']
[35],62425,en,Talking Funny,1.943,2011-04-22,Talking Funny,7.3,30,50.0,0.0,0.0,tt1909348,0.0,[]
[35],64004,th,SuckSeed ห่วยขั้นเทพ,1.942,2011-03-26,Suck Seed,7.0,11,130.0,0.0,0.0,tt1869682,0.0,['GMM Tai Hub (GTH)']
"[80, 53]",91926,en,Crawl,1.9369999999999998,2011-10-15,Crawl,5.6,18,80.0,0.0,0.0,tt1848832,0.0,['Epic Pictures Group']
"[878, 28]",136972,en,Biohazard: Patient Zero,1.932,2011-10-31,Biohazard: Patient Zero,4.3,9,68.0,0.0,0.0,tt2246907,0.0,['Studio 3 Entertainment']
"[18, 28, 10752]",108855,fr,Red Rose of Normandy,1.931,2011-05-03,Red Rose of Normandy,3.1,6,102.0,0.0,0.0,tt1702587,0.0,"['SchröderMedia HandelsgmbH & Co. KG', 'Artist View Entertainment', 'Almighty Dog Productions']"
"[35, 10749]",68639,fr,Une Folle envie,1.925,2011-11-11,A Burning Desire,4.6,11,81.0,0.0,0.0,tt1715881,0.0,"['Les Films du Kiosque', 'SND', 'TPS Star']"
"[18, 53]",106541,en,Cargo,1.925,2011-10-21,Cargo,4.4,7,0.0,0.0,0.0,tt1507261,0.0,['Personafilm']
[99],75803,en,Catching Hell,1.9240000000000002,2011-09-27,Catching Hell,6.6,13,105.0,0.0,0.0,tt1908471,0.0,[]
[99],82479,en,A Noble Lie: Oklahoma City 1995,1.922,2011-12-07,A Noble Lie: Oklahoma City 1995,6.4,8,120.0,350000.0,0.0,tt2119373,0.0,['Free Mind Films']
"[10749, 18, 35]",62976,zh,我知女人心,1.9169999999999998,2011-02-04,What Women Want,6.6,13,116.0,5000000.0,0.0,tt1667150,0.0,['Bona Entertainment']
"[99, 36]",106493,en,History of the World in Two Hours,1.91,2011-10-06,The History of the World in 2 Hours,5.8,20,120.0,0.0,0.0,tt2086853,0.0,['History']
"[99, 10402]",58891,en,PressPausePlay,1.9080000000000001,2011-03-01,PressPausePlay,7.5,11,88.0,0.0,0.0,tt1737674,0.0,['House of Radon']
"[37, 27, 16]",123969,en,The Backwater Gospel,1.9069999999999998,2011-09-23,The Backwater Gospel,7.6,18,10.0,0.0,0.0,tt2050634,0.0,[]
[53],263963,en,Ghost Magnet,1.9,2011-04-10,Ghost Magnet,3.3,5,82.0,50000.0,0.0,tt3642508,0.0,[]
"[18, 27, 53]",61613,en,The Inheritance,1.8969999999999998,2011-04-12,The Inheritance,4.0,11,90.0,500000.0,0.0,tt1342115,0.0,[]
"[35, 10749]",63045,en,Textuality,1.895,2011-04-22,Textuality,4.8,6,90.0,0.0,0.0,tt1573483,0.0,[]
[],250275,en,Getting That Girl,1.8940000000000001,2011-10-23,Getting That Girl,7.0,6,91.0,0.0,0.0,tt1472082,0.0,[]
"[35, 10749]",169068,en,Dorfman in Love,1.8940000000000001,2013-03-22,Dorfman in Love,5.8,20,92.0,0.0,0.0,tt1665418,0.0,"['Leonard Hill Films', 'Brainstorm Media']"
[35],60233,en,Norm MacDonald: Me Doing Standup,1.893,2011-03-01,Norm MacDonald: Me Doing Standup,7.5,12,61.0,0.0,0.0,tt2009538,0.0,[]
"[35, 28]",70863,en,Poolboy - Drowning Out the Fury,1.889,2011-07-22,Poolboy - Drowning Out the Fury,5.3,16,90.0,0.0,0.0,tt1693843,0.0,['Darknight Pictures']
"[18, 10749]",89883,en,Stuck Between Stations,1.8880000000000001,2011-11-04,Stuck Between Stations,6.2,13,85.0,0.0,0.0,tt1536440,0.0,[]
"[27, 53, 80, 9648]",78332,en,Coffin,1.8840000000000001,2011-10-27,Coffin,4.4,8,95.0,0.0,0.0,tt1667416,0.0,[]
[99],54358,en,Resurrect Dead: The Mystery of the Toynbee Tiles,1.879,2011-08-01,Resurrect Dead: The Mystery of the Toynbee Tiles,6.5,27,86.0,0.0,0.0,tt1787791,0.0,[]
[53],326262,en,Biology 101,1.8780000000000001,2011-04-01,Biology 101,3.9,9,76.0,0.0,0.0,tt2120025,0.0,['Second Feature Productions']
[18],77957,en,Angels Crest,1.875,2011-12-30,Angels Crest,5.8,27,92.0,0.0,0.0,tt1559040,0.0,['Process Film']
"[10402, 27]",145099,en,The Dead Inside,1.874,2011-07-20,The Dead Inside,5.0,4,98.0,0.0,0.0,tt1582270,0.0,[]
"[18, 53, 10749]",61539,es,Rabia,1.869,2011-01-28,Rage,5.9,10,89.0,0.0,0.0,tt1151923,0.0,['Dynamo']
[99],63472,en,His Way,1.869,2011-03-04,His Way,5.0,3,87.0,0.0,0.0,tt1833708,0.0,"['Consolidated Documentaries', 'Polsky Films', 'HBO Documentary Films']"
"[35, 18]",81434,en,My Suicide,1.867,2011-09-23,Archie's Final Project,6.5,15,107.0,2000000.0,0.0,tt0492896,0.0,"['Regenerate Films', 'Archie Films', 'Red Rover Films', 'Luminaria Films', 'Interscope Films']"
"[28, 80]",78323,ru,Бабло,1.865,2011-11-11,Bablo,6.2,10,88.0,0.0,2252547.0,tt2064728,1.0,['CTB Film Company']
[99],57487,en,Tupac Uncensored and Uncut: The Lost Prison Tapes,1.864,2011-01-25,Tupac Uncensored and Uncut: The Lost Prison Tapes,7.3,5,44.0,0.0,0.0,tt3514804,0.0,[]
[27],116532,en,Bloody Mary,1.8630000000000002,2011-12-01,Bloody Mary,2.8,4,82.0,0.0,0.0,tt1920860,0.0,[]
"[18, 99]",79890,ru,Khodorkovsky,1.858,2011-11-30,Khodorkovsky,4.4,7,111.0,0.0,0.0,tt1733525,0.0,[]
"[28, 53, 878]",60164,en,The Speed of Thought,1.8559999999999999,2011-04-29,The Speed of Thought,4.6,21,94.0,2000000.0,0.0,tt0847825,0.0,"['Black Sand Pictures', 'Soho Screen Productions', 'Highland Film Group']"
[99],63143,en,Blank City,1.849,2011-04-06,Blank City,6.6,5,94.0,0.0,99303.0,tt1398949,0.0,['Insurgent Docs']
"[28, 12, 18, 10751]",95524,en,The Frontier Boys,1.847,2011-02-18,The Frontier Boys,5.0,4,113.0,0.0,0.0,tt1613056,0.0,"['Frontier Boys', 'Grooters Productions']"
[99],68200,en,Hot Coffee,1.844,2011-06-27,Hot Coffee,7.4,26,85.0,0.0,0.0,tt1445203,0.0,[]
"[35, 27, 878]",74943,en,Evil Bong 3: The Wrath of Bong,1.8430000000000002,2011-04-08,Evil Bong 3: The Wrath of Bong,4.1,9,86.0,0.0,91260.0,tt1791500,0.0,['Full Moon Features']
[99],77171,en,More Brains! A Return to the Living Dead,1.8330000000000002,2011-10-18,More Brains! A Return to the Living Dead,7.4,14,120.0,0.0,0.0,tt2011972,0.0,['Hutson Ranch Media']
"[18, 9648]",79580,ru,Dom,1.8230000000000002,2011-11-11,Home,5.4,11,127.0,0.0,0.0,tt2093100,0.0,[]
"[53, 18]",98627,en,And Baby Will Fall,1.818,2011-01-23,And Baby Will Fall,5.7,9,84.0,0.0,0.0,tt1815588,0.0,"['Never Films', 'West Egg Studios', 'Bauman Entertainment']"
"[12, 14]",63736,en,Almighty Thor,1.817,2011-05-07,Almighty Thor,2.5,25,88.0,0.0,0.0,tt1792794,0.0,['The Asylum']
"[18, 35, 10749]",116272,en,What Happens Next,1.8159999999999998,2011-08-27,What Happens Next,5.4,11,100.0,200000.0,0.0,tt1635659,0.0,['Wolfe Releasing']
